t; x; y; theta
840119899.891998; 0.00; 0.00; 0.00
840137047.666000; 0.00; 0.00; 0.00
840151273.394001; 0.00; 0.00; 0.00
840168240.506001; 0.00; 0.00; 0.00
840185256.320999; 0.00; 0.00; 0.00
840199504.090000; 0.00; 0.00; 0.00
840216577.419003; 0.00; 0.00; 0.00
840233635.043999; 0.00; 0.00; 0.00
840247638.712997; 0.00; 0.00; 0.00
840264656.222000; 0.00; 0.00; 0.00
840279113.177002; 0.00; 0.00; 0.00
840296176.400002; 0.00; 0.00; 0.00
840313196.854000; 0.00; 0.00; 0.00
840327802.637001; 0.00; 0.00; 0.00
840344798.230000; 0.00; 0.00; 0.00
840358929.493000; 0.00; 0.00; 0.00
840375966.498001; 0.00; 0.00; 0.00
840392974.059002; 0.00; 0.00; 0.00
840407694.474998; 0.00; 0.00; 0.00
840424737.572998; 0.00; 0.00; 0.00
840439133.148003; 0.00; 0.00; 0.00
840456181.563004; 0.00; 0.00; 0.00
840473415.021000; 0.00; 0.00; 0.00
840487405.771004; 0.00; 0.00; 0.00
840504399.604004; 0.00; 0.00; 0.00
840521368.741001; 0.00; 0.00; 0.00
840535179.201004; 0.00; 0.00; 0.00
840552211.773003; 0.00; 0.00; 0.00
840566902.521000; 0.00; 0.00; 0.00
840583912.834999; 0.00; 0.00; 0.00
840600918.700001; 0.00; 0.00; 0.00
840615622.564999; 0.00; 0.00; 0.00
840632626.981998; 0.00; 0.00; 0.00
840647409.839001; 0.00; 0.00; 0.00
840664454.128002; 0.00; 0.00; 0.00
840680440.070999; 0.00; 0.00; 0.00
840694987.849998; 0.00; 0.00; 0.00
840711985.754002; 0.00; 0.00; 0.00
840728990.096001; 0.00; 0.00; 0.00
840743507.911003; 0.00; 0.00; 0.00
840760622.654999; 0.00; 0.00; 0.00
840775570.091000; 0.00; 0.00; 0.00
840792593.305000; 0.00; 0.00; 0.00
840807334.105003; 0.00; 0.00; 0.00
840824353.470001; 0.00; 0.00; 0.00
840838857.860001; 0.00; 0.00; 0.00
840855901.179001; 0.00; 0.00; 0.00
840872924.213001; 0.00; 0.00; 0.00
840887604.557003; 0.00; 0.00; 0.00
840904633.619999; 0.00; 0.00; 0.00
840919091.648003; 0.00; 0.00; 0.00
840936119.603001; 0.00; 0.00; 0.00
840953160.577000; 0.00; 0.00; 0.00
840967133.344002; 0.00; 0.00; 0.00
840984130.264000; 0.00; 0.00; 0.00
840998860.118999; 0.00; 0.00; 0.00
841015768.637001; 0.00; 0.00; 0.00
841032708.074001; 0.00; 0.00; 0.00
841047240.660000; 0.00; 0.00; 0.00
841064149.140999; 0.00; 0.00; 0.00
841081084.355000; 0.00; 0.00; 0.00
841094916.927002; 0.00; 0.00; 0.00
841111830.177002; 0.00; 0.00; 0.00
841128693.382000; 0.00; 0.00; 0.00
841145604.710003; 0.00; 0.00; 0.00
841159350.046001; 0.00; 0.00; 0.00
841176422.016003; 0.00; 0.00; 0.00
841191071.271999; 0.00; 0.00; 0.00
841208045.598000; 0.00; 0.00; 0.00
841224984.545002; 0.00; 0.00; 0.00
841238955.250999; 0.00; 0.00; 0.00
841255976.174999; 0.00; 0.00; 0.00
841273039.705002; 0.00; 0.00; 0.00
841287778.601002; 0.00; 0.00; 0.00
841304808.263000; 0.00; 0.00; 0.00
841319478.822002; 0.00; 0.00; 0.00
841336425.046001; 0.00; 0.00; 0.00
841353296.984001; 0.00; 0.00; 0.00
841367245.681999; 0.00; 0.00; 0.00
841384220.320999; 0.00; 0.00; 0.00
841401180.937000; 0.00; 0.00; 0.00
841414943.779999; 0.00; 0.00; 0.00
841431928.247002; 0.00; 0.00; 0.00
841448902.007000; 0.00; 0.00; 0.00
841463480.521000; 0.00; 0.00; 0.00
841480413.310001; 0.00; 0.00; 0.00
841495008.192001; 0.00; 0.00; 0.00
841511990.030998; 0.00; 0.00; 0.00
841528928.775002; 0.00; 0.00; 0.00
841543422.898998; 0.00; 0.00; 0.00
841560369.902000; 0.00; 0.00; 0.00
841574931.263000; 0.00; 0.00; 0.00
841591900.289001; 0.00; 0.00; 0.00
841608846.482002; 0.00; 0.00; 0.00
841623477.952000; 0.00; 0.00; 0.00
841640405.820000; 0.00; 0.00; 0.00
841654938.919998; 0.00; 0.00; 0.00
841671891.139000; 0.00; 0.00; 0.00
841688014.815998; 0.00; 0.00; 0.00
841704920.877998; 0.00; 0.00; 0.00
841718924.237003; 0.00; 0.00; 0.00
841735847.528999; 0.00; 0.00; 0.00
841752784.216999; 0.00; 0.00; 0.00
841767098.663002; 0.00; 0.00; 0.00
841784248.256001; 0.00; 0.00; 0.00
841799141.381001; 0.00; 0.00; 0.00
841816186.278000; 0.00; 0.00; 0.00
841831155.814999; 0.00; 0.00; 0.00
841848268.230000; 0.00; 0.00; 0.00
841865340.172001; 0.00; 0.00; 0.00
841879291.876999; 0.00; 0.00; 0.00
841896371.300999; 0.00; 0.00; 0.00
841911069.985001; 0.00; 0.00; 0.00
841928112.872002; 0.00; 0.00; 0.00
841942904.112999; 0.00; 0.00; 0.00
841959929.105003; 0.00; 0.00; 0.00
841976937.919998; 0.00; 0.00; 0.00
841991611.104000; 0.00; 0.00; 0.00
842008644.770000; 0.00; 0.00; 0.00
842023480.472000; 0.00; 0.00; 0.00
842040528.382000; 0.00; 0.00; 0.00
842055059.357002; 0.00; 0.00; 0.00
842072077.443001; 0.00; 0.00; 0.00
842086896.147003; 0.00; 0.00; 0.00
842103908.580002; 0.00; 0.00; 0.00
842120938.677002; 0.00; 0.00; 0.00
842135636.959000; 0.00; 0.00; 0.00
842152740.298000; 0.00; 0.00; 0.00
842167580.128002; 0.00; 0.00; 0.00
842184614.395000; 0.00; 0.00; 0.00
842201648.868999; 0.00; 0.00; 0.00
842215578.299999; 0.00; 0.00; 0.00
842232588.931999; 0.00; 0.00; 0.00
842249631.529999; 0.00; 0.00; 0.00
842263725.757999; 0.00; 0.00; 0.00
842280782.518002; 0.00; 0.00; 0.00
842295582.749001; 0.00; 0.00; 0.00
842312626.108002; 0.00; 0.00; 0.00
842327330.690998; 0.00; 0.00; 0.00
842344576.263000; 0.00; 0.00; 0.00
842359176.293999; 0.00; 0.00; 0.00
842376217.756001; 0.00; 0.00; 0.00
842393273.256001; 0.00; 0.00; 0.00
842407126.105999; 0.00; 0.00; 0.00
842424162.048000; 0.00; 0.00; 0.00
842441280.834999; 0.00; 0.00; 0.00
842455150.966999; 0.00; 0.00; 0.00
842472170.131001; 0.00; 0.00; 0.00
842486855.469997; 0.00; 0.00; 0.00
842503944.702000; 0.00; 0.00; 0.00
842520993.078003; 0.00; 0.00; 0.00
842535579.547001; 0.00; 0.00; 0.00
842552589.871998; 0.00; 0.00; 0.00
842567411.438000; 0.00; 0.00; 0.00
842584429.176003; 0.00; 0.00; 0.00
842598913.286999; 0.00; 0.00; 0.00
